date,AsianPaints_avg_sentiment,Open,High,Low,Close,Adj Close,Volume
2021-08-02,0.6763642728328705,2985.60009765625,2986.800048828125,2960.64990234375,2974.050048828125,2896.623779296875,832285
2021-08-03,0.17371570429531857,3020.0,3065.0,2994.199951171875,3027.0,2948.1953125,2433031
2021-08-05,-0.014243877871194854,3034.0,3040.0,2980.050048828125,2988.39990234375,2910.599853515625,693694
2021-08-06,0.5937205638911109,2995.0,3001.0,2961.449951171875,2966.449951171875,2889.2216796875,744159
2021-08-09,0.9896292788907886,2994.64990234375,3015.0,2973.050048828125,2992.550048828125,2914.64208984375,825462
2021-08-10,0.9717578189447522,2998.0,3008.300048828125,2960.550048828125,2977.14990234375,2899.64306640625,724335
2021-08-11,0.9968644123291597,2987.39990234375,3001.449951171875,2952.550048828125,2972.60009765625,2895.211669921875,987941
2021-08-12,0.5381307252100669,2974.0,2985.25,2958.0,2975.5,2898.0361328125,438552
2021-08-16,-0.589611212129239,2980.0,2984.14990234375,2960.0,2971.39990234375,2894.042724609375,461742
2021-08-17,-0.647943158672812,2974.0,3044.0,2973.10009765625,3015.300048828125,2936.7998046875,2036757
2021-08-18,-0.9989255561376922,3048.0,3048.0,2992.550048828125,3001.550048828125,2923.407958984375,1375320
2021-08-20,-0.7159584997425554,3001.5,3124.050048828125,3001.5,3112.949951171875,3031.907470703125,3931334
2021-08-23,-0.9792570561791459,3159.050048828125,3163.85009765625,3051.0,3077.449951171875,2997.33154296875,1578949
2021-08-24,0.8078954211544312,3092.800048828125,3092.800048828125,3034.550048828125,3045.949951171875,2966.652099609375,763704
2021-08-25,0.7335734747484821,3026.0,3070.0,3012.60009765625,3038.050048828125,2958.95751953125,797870
2021-08-26,-0.5196803459774755,3064.0,3084.5,3026.199951171875,3039.64990234375,2960.515625,1319516
2021-08-30,0.6455700092580324,3056.699951171875,3114.25,3048.050048828125,3108.75,3027.817138671875,1051747
2021-08-31,0.6665180910068254,3108.75,3210.0,3103.050048828125,3201.35009765625,3118.00634765625,2283290
2021-09-01,0.08918075157594609,3230.050048828125,3333.0,3215.0,3302.75,3216.766357421875,2423168
2021-09-02,0.4156067313742824,3312.949951171875,3319.0,3266.64990234375,3301.60009765625,3215.646484375,847517
2021-09-03,0.9558597473078407,3301.60009765625,3344.949951171875,3286.5,3338.800048828125,3251.8779296875,832039
2021-09-06,0.788931950859618,3342.0,3347.699951171875,3305.89990234375,3315.550048828125,3229.233154296875,664394
2021-09-07,-0.4540863003610866,3333.5,3394.60009765625,3323.85009765625,3336.25,3249.393798828125,1285818
2021-09-08,0.5541553213115549,3345.0,3361.550048828125,3297.0,3336.60009765625,3249.7353515625,702598
2021-09-09,-0.3038281078916043,3305.0,3359.0,3305.0,3346.35009765625,3259.231689453125,591745
2021-09-13,0.9951967049855739,3346.60009765625,3374.0,3330.35009765625,3367.050048828125,3279.392578125,610920
2021-09-14,-0.5574426706880331,3384.89990234375,3388.60009765625,3356.85009765625,3362.5,3274.960693359375,569412
2021-09-15,0.5980048766476103,3361.85009765625,3383.949951171875,3346.949951171875,3352.300048828125,3265.026611328125,587855
2021-09-16,0.32355219957793857,3350.0,3371.0,3335.0,3342.10009765625,3255.092041015625,516746
2021-09-21,0.5237991576626276,3271.550048828125,3335.0,3271.0,3309.199951171875,3223.048583984375,922057
2021-09-22,0.989495194517076,3328.5,3329.949951171875,3288.25,3317.5,3231.132568359375,825945
2021-09-23,-0.9000560762360692,3340.0,3340.0,3315.0,3320.64990234375,3234.2001953125,694716
2021-09-24,0.5451320899301209,3330.0,3505.0,3320.85009765625,3448.60009765625,3358.819091796875,2775975
2021-09-27,0.9990028857137077,3461.60009765625,3470.0,3417.64990234375,3430.64990234375,3341.33642578125,902449
2021-09-28,-0.99045092901603,3424.89990234375,3429.699951171875,3350.0,3379.699951171875,3291.713134765625,961271
2021-09-29,0.23476588618682903,3365.0,3381.699951171875,3310.0,3323.050048828125,3236.5380859375,973387
2021-09-30,-0.7548120757435552,3329.89990234375,3347.699951171875,3220.0,3244.64990234375,3160.178955078125,2077896
2021-10-01,-0.7403614313474723,3248.0,3252.949951171875,3170.0,3177.85009765625,3095.118408203125,1512332
2021-10-05,0.10562474412533145,3208.550048828125,3260.0,3191.64990234375,3254.75,3170.015869140625,909337
2021-10-06,0.6414827392103949,3262.0,3280.0,3200.64990234375,3212.25,3128.622314453125,786378
2021-10-07,0.2769569158554077,3220.0,3318.0,3220.0,3290.85009765625,3205.176025390625,1177283
2021-10-08,0.48530134117027046,3307.0,3329.0,3264.10009765625,3306.89990234375,3220.80810546875,882436
2021-10-11,-0.9702244782820344,3326.39990234375,3344.35009765625,3297.75,3306.050048828125,3219.98046875,460197
2021-10-12,-0.7195856273174286,3280.0,3335.0,3280.0,3323.25,3236.73291015625,564524
2021-10-13,-0.04241570795420557,3343.0,3358.89990234375,3291.39990234375,3323.5,3236.9765625,770144
2021-10-14,0.5847699120543742,3342.0,3352.949951171875,3290.0,3297.800048828125,3211.9453125,648597
2021-10-18,0.41859743663059945,3252.5,3283.949951171875,3232.0,3241.5,3157.111328125,1576121
2021-10-19,0.8712903037667274,3260.89990234375,3269.10009765625,3176.10009765625,3183.75,3100.864501953125,1042069
2021-10-20,-0.5128233150980022,3190.0,3219.949951171875,3136.64990234375,3169.60009765625,3087.0830078125,1205540
2021-10-21,-0.6390415729159334,3194.0,3195.449951171875,2920.449951171875,3002.0,2923.84619140625,5103543
2021-10-22,-0.019727852784853894,2975.0,3002.949951171875,2912.14990234375,2982.39990234375,2904.75634765625,2855592
2021-10-25,-0.3919461441126057,2950.0,2950.0,2857.25,2918.050048828125,2842.081787109375,2161537
2021-10-26,-0.8244997219881043,2918.050048828125,3024.0,2898.0,2969.800048828125,2892.484375,1988263
2021-10-27,-0.12174201924139388,3029.199951171875,3145.0,3029.199951171875,3094.64990234375,3014.083984375,4609951
2021-10-28,-0.7040903485903982,3103.0,3147.60009765625,3062.0,3116.300048828125,3038.754638671875,1791065
2021-10-29,-0.24767195284948684,3125.0,3144.699951171875,3083.300048828125,3100.10009765625,3022.957763671875,1118903
2021-11-01,0.9892024514265358,3128.0,3142.25,3091.64990234375,3121.800048828125,3044.11767578125,750393
2021-11-03,0.3807706500353691,3102.10009765625,3182.89990234375,3095.0,3170.64990234375,3091.751953125,879227
2021-11-04,0.24652045095960298,3179.0,3190.0,3145.0,3159.25,3080.6357421875,263595
2021-11-08,0.06619468276833439,3165.0,3181.0,3095.14990234375,3138.0,3059.914306640625,787824
2021-11-09,0.4848154765453988,3140.0,3155.0,3120.0,3145.14990234375,3066.886474609375,668840
2021-11-10,-0.6714102647550005,3132.0,3136.64990234375,3080.5,3108.300048828125,3030.95361328125,872975
2021-11-11,0.2889192750735674,3090.0,3106.64990234375,3052.0,3063.5,2987.268310546875,958143
2021-11-12,0.5644107014938656,3089.0,3128.0,3075.800048828125,3122.89990234375,3045.190185546875,682344
2021-11-15,0.0440265951731887,3126.0,3180.0,3126.0,3168.699951171875,3089.8505859375,696377
2021-11-16,-0.9987853649072349,3165.0,3209.0,3120.10009765625,3151.699951171875,3073.2734375,1400107
2021-11-17,-0.6493729774762566,3170.0,3239.89990234375,3165.050048828125,3230.25,3149.869384765625,1616452
2021-11-18,0.5817713154945523,3249.85009765625,3260.0,3214.0,3226.85009765625,3146.5537109375,1609821
2021-11-22,-0.5240595586437848,3241.0,3308.35009765625,3215.050048828125,3261.25,3180.09765625,2146970
2021-11-23,0.009071805269923062,3261.25,3288.300048828125,3171.550048828125,3185.550048828125,3106.28125,1482618
2021-11-24,-0.0014112687883122514,3186.050048828125,3208.89990234375,3150.0,3157.0,3078.441650390625,1056213
2021-11-25,-0.010491161852971546,3156.5,3173.35009765625,3113.0,3144.25,3066.009033203125,728825
2021-11-26,-0.3296921640285291,3101.0,3167.35009765625,3091.0,3143.10009765625,3064.887451171875,1029110
2021-11-29,-0.3150367763203879,3131.0,3178.89990234375,3071.89990234375,3144.300048828125,3066.057861328125,876651
2021-12-01,0.9703613166464493,3155.89990234375,3199.75,3124.10009765625,3138.14990234375,3060.060791015625,1741820
2021-12-02,0.76935440429952,3160.0,3194.0,3152.25,3180.60009765625,3101.454345703125,939320
2021-12-03,-0.26459690845305367,3185.0,3187.449951171875,3106.0,3110.449951171875,3033.050048828125,1216263
2021-12-06,-0.9974231954547577,3115.0,3115.0,3028.25,3038.300048828125,2962.695556640625,1107363
2021-12-07,0.4482589463919534,3040.0,3069.0,3016.449951171875,3030.35009765625,2954.943359375,2056459
2021-12-08,0.6676315874016533,3031.89990234375,3123.0,3031.0,3108.5,3031.148681640625,1171484
2021-12-09,-0.13391977470989028,3152.39990234375,3183.050048828125,3111.0,3178.699951171875,3099.601806640625,1287243
2021-12-10,-0.5902662762442453,3184.0,3292.0,3178.699951171875,3283.14990234375,3201.45263671875,2554394
2021-12-13,0.3136725760123227,3285.10009765625,3341.0,3270.949951171875,3279.85009765625,3198.23486328125,1265832
2021-12-14,-0.9755913829430938,3274.0,3305.0,3249.0,3297.5,3215.44580078125,863179
2021-12-15,-0.3338109664715982,3278.14990234375,3313.949951171875,3266.5,3301.949951171875,3219.78466796875,811946
2021-12-16,-0.011410748877096921,3325.0,3325.0,3270.60009765625,3298.60009765625,3216.518310546875,502930
2021-12-17,-0.4028949688829016,3275.0,3293.300048828125,3227.699951171875,3243.699951171875,3162.984375,1019403
2021-12-20,-0.07470862650578576,3227.0,3275.0,3181.0,3239.449951171875,3158.840087890625,948872
2021-12-21,0.9791747974231839,3247.0,3296.0,3240.0,3271.35009765625,3189.946044921875,712026
2021-12-22,0.7765915642521577,3275.699951171875,3285.64990234375,3241.0,3280.10009765625,3198.478515625,619865
2021-12-23,0.17274377985741013,3290.0,3307.89990234375,3250.0,3267.89990234375,3186.582275390625,1051596
2021-12-24,-0.4450753673134992,3280.0,3300.0,3261.0,3284.800048828125,3203.0615234375,651404
2021-12-27,0.162885918217944,3280.10009765625,3284.75,3226.199951171875,3272.39990234375,3190.97021484375,640701
2021-12-28,0.6258116362028217,3275.949951171875,3375.0,3273.0,3368.199951171875,3284.38623046875,1211648
2021-12-29,-0.7653059163858416,3372.199951171875,3386.0,3346.199951171875,3367.449951171875,3283.654541015625,598421
2021-12-30,-0.00026262004394084215,3363.25,3390.0,3350.300048828125,3365.699951171875,3281.9482421875,691223
2021-12-31,0.9869477229658514,3390.0,3405.0,3361.39990234375,3382.949951171875,3298.76904296875,570671
2022-01-03,0.9201508571859449,3383.0,3440.89990234375,3383.0,3422.39990234375,3337.237548828125,696276
2022-01-04,0.960669410545961,3434.0,3472.449951171875,3415.050048828125,3459.300048828125,3373.219482421875,790886
2022-01-05,0.9954411264625378,3470.0,3540.0,3452.050048828125,3526.800048828125,3439.039794921875,1024506
2022-01-07,0.6188410119419652,3514.64990234375,3582.0,3496.550048828125,3576.300048828125,3487.30810546875,964364
2022-01-10,0.8253049351582636,3580.0,3590.0,3527.0,3553.5,3465.075439453125,657511
2022-01-11,0.09568427744670771,3550.60009765625,3564.0,3495.050048828125,3538.75,3450.6923828125,734344
2022-01-12,0.9981705992831849,3556.89990234375,3582.449951171875,3534.0,3543.800048828125,3455.616455078125,594543
2022-01-13,0.624145164193275,3560.0,3560.0,3450.0,3456.25,3370.245361328125,1153984
2022-01-14,-0.9705489827309586,3462.0,3462.0,3346.0,3364.39990234375,3280.6806640625,1558978
2022-01-17,-0.22756422848906369,3364.39990234375,3399.0,3321.0,3378.64990234375,3294.576416015625,1103159
2022-01-18,-0.04182180882288286,3379.050048828125,3396.449951171875,3351.0,3373.699951171875,3289.749267578125,558543
2022-01-19,-0.8409275378411015,3370.0,3370.0,3267.75,3280.39990234375,3198.77099609375,1495218
2022-01-20,-0.6463807064978937,3282.0,3364.89990234375,3222.0,3306.39990234375,3224.1240234375,3075678
2022-01-21,0.6017289700219408,3300.050048828125,3324.949951171875,3241.75,3274.85009765625,3193.359375,1441694
2022-01-24,-0.9982233531074598,3268.0,3270.0,3135.0,3155.14990234375,3076.637939453125,1575665
2022-01-25,-0.6181157454178902,3100.0,3156.949951171875,3010.75,3147.10009765625,3068.788330078125,2699779
2022-01-28,-0.9798813853412867,3130.0,3170.0,3103.0,3110.85009765625,3033.4404296875,892060
2022-01-31,0.24191370055389902,3140.0,3193.449951171875,3136.39990234375,3152.25,3073.809814453125,944530
2022-02-01,0.7647479772567749,3194.0,3212.35009765625,3141.60009765625,3196.25,3116.715087890625,1008915
2022-02-02,0.9928473815671168,3204.800048828125,3244.14990234375,3192.14990234375,3197.699951171875,3118.128662109375,667265
2022-02-03,-0.41967397307494786,3212.85009765625,3241.60009765625,3190.199951171875,3203.0,3123.29736328125,899753
2022-02-04,-0.4546773075919852,3188.0,3248.800048828125,3176.050048828125,3236.64990234375,3156.109619140625,705765
2022-02-07,-0.9871319058833511,3234.0,3251.199951171875,3143.10009765625,3174.699951171875,3095.701171875,860393
2022-02-08,-0.13673011273042196,3179.0,3223.5,3166.199951171875,3216.35009765625,3136.31494140625,799206
2022-02-09,0.4969306356118371,3230.0,3259.0,3222.75,3228.35009765625,3148.016357421875,472725
2022-02-10,0.8517492610029876,3220.0,3248.0,3176.0,3238.75,3158.157470703125,728666
2022-02-14,-0.45584189301977557,3140.0,3182.699951171875,3120.0,3143.449951171875,3065.22900390625,681236
2022-02-15,-0.27422509250754956,3140.0,3270.0,3132.85009765625,3264.60009765625,3183.3642578125,676844
2022-02-16,-0.3729353239759803,3280.0,3285.10009765625,3223.0,3252.85009765625,3171.90673828125,624320
2022-02-17,-0.5965056199231185,3273.0,3294.949951171875,3236.39990234375,3265.85009765625,3184.583251953125,636735
2022-02-18,-0.32408371929098695,3236.14990234375,3272.0,3230.050048828125,3258.449951171875,3177.36767578125,423801
2022-02-21,-0.99874238477787,3235.0,3278.449951171875,3204.14990234375,3251.64990234375,3170.736572265625,547472
2022-02-22,-0.9972799993120134,3120.0,3236.800048828125,3120.0,3227.14990234375,3146.845947265625,1147209
2022-02-23,0.9255291782465065,3236.89990234375,3296.89990234375,3230.0,3237.199951171875,3156.64599609375,935896
2022-02-25,-0.9847842734307051,3105.0,3141.449951171875,3083.050048828125,3119.199951171875,3041.582275390625,1239456
2022-02-28,-0.6749848460943516,3090.0,3190.5,3015.0,3174.64990234375,3095.652587890625,1678348
2022-03-02,-0.8741894080914789,3107.0,3111.199951171875,2991.10009765625,3028.949951171875,2953.578125,3014206
2022-03-03,-0.14605307700615164,3029.0,3051.0,2862.0,2871.89990234375,2800.43603515625,4406840
2022-03-04,-0.8640022702914264,2863.800048828125,2863.800048828125,2662.050048828125,2738.14990234375,2670.01416015625,6979253
2022-03-07,-0.9965183078699434,2649.89990234375,2727.949951171875,2599.35009765625,2708.449951171875,2641.05322265625,3233760
2022-03-08,0.9423502888530493,2690.0,2736.949951171875,2638.0,2723.39990234375,2655.63134765625,2611102
2022-03-09,0.604818678598597,2750.0,2890.0,2665.050048828125,2874.949951171875,2803.41015625,4076068
2022-03-10,-0.0631698202341795,3000.0,3040.0,2891.199951171875,2912.800048828125,2840.318359375,3971987
2022-03-11,-0.9953250166921256,2917.0,2939.949951171875,2882.35009765625,2932.0,2859.040283203125,1265493
2022-03-14,0.33910037340441096,2950.0,2972.35009765625,2917.300048828125,2962.800048828125,2889.07421875,1214217
2022-03-15,0.20044418121688068,2998.0,3032.0,2966.0,2987.14990234375,2912.818115234375,1857685
2022-03-16,0.6587091349065304,3043.0,3050.0,3010.75,3042.0,2966.30322265625,1287234
2022-03-17,0.09395034268329089,3113.5,3163.300048828125,3076.5,3136.60009765625,3058.549560546875,2867519
2022-03-21,-0.6469543455920453,3117.300048828125,3117.300048828125,3030.10009765625,3045.75,2969.960205078125,1259015
2022-03-22,-0.7687946467020084,3024.0,3062.699951171875,2975.0,3051.14990234375,2975.225830078125,1515772
2022-03-23,0.03620034959749319,3060.0,3079.89990234375,3005.0,3016.800048828125,2941.73046875,948403
2022-03-24,-0.27557229056643945,2969.5,3038.949951171875,2950.550048828125,3025.35009765625,2950.06787109375,1243917
2022-03-25,-0.8902026768441179,3025.35009765625,3064.550048828125,2991.0,3046.949951171875,2971.130126953125,1083275
2022-03-28,-0.970569860044634,3046.949951171875,3058.60009765625,2995.64990234375,3027.449951171875,2952.115478515625,680332
2022-03-29,-0.5930365940555931,3069.0,3087.699951171875,3012.699951171875,3042.60009765625,2966.888427734375,1120936
2022-03-30,0.18867739979177714,3078.0,3094.35009765625,3055.89990234375,3081.550048828125,3004.869140625,849545
2022-03-31,0.3965719254532208,3115.0,3129.25,3066.10009765625,3079.949951171875,3003.30908203125,1464862
2022-04-01,0.9231205913238227,3110.0,3121.0,3087.64990234375,3114.14990234375,3036.65771484375,637392
2022-04-04,0.876781192375347,3124.949951171875,3143.0,3093.5,3118.0,3040.411865234375,873264
2022-04-05,0.3306623960282498,3110.0,3157.0,3080.0,3140.800048828125,3062.644775390625,805874
2022-04-07,0.8645924078300595,3154.0,3208.949951171875,3145.5,3155.0,3076.49169921875,1025244
2022-04-08,-0.15014021503448022,3168.0,3220.0,3151.199951171875,3206.25,3126.46630859375,678898
2022-04-11,-0.7013584127541564,3184.0,3222.0,3150.0,3157.449951171875,3078.880859375,672652
2022-04-12,-0.0074629066803026944,3154.699951171875,3162.10009765625,3114.14990234375,3128.64990234375,3050.79736328125,794265
2022-04-13,0.33148721014149485,3117.199951171875,3121.89990234375,3066.10009765625,3080.64990234375,3003.991455078125,1121350
2022-04-20,0.5070586468791589,2991.300048828125,3089.5,2980.0,3083.0,3006.282958984375,838182
2022-04-21,0.2311192326626042,3089.800048828125,3174.39990234375,3086.050048828125,3158.25,3079.66064453125,1069035
2022-04-22,-0.9975511028023902,3121.5,3173.300048828125,3113.25,3164.39990234375,3085.657470703125,681191
2022-04-25,-0.564304093219107,3134.0,3155.10009765625,3095.10009765625,3130.60009765625,3052.69873046875,1096774
2022-04-26,0.6790507097935511,3130.0,3148.699951171875,3105.800048828125,3125.64990234375,3047.871826171875,1703441
2022-04-27,-0.8239164716880103,3096.0,3164.0,3085.949951171875,3148.35009765625,3070.007080078125,963536
2022-04-28,0.3050917980985509,3190.0,3268.0,3170.0,3247.699951171875,3166.884765625,2001838
2022-04-29,-0.9975501054432243,3249.0,3278.0,3221.300048828125,3237.199951171875,3156.64599609375,1088970
2022-05-02,-0.2550959869672974,3195.0,3211.5,3154.050048828125,3200.0,3120.37158203125,595522
2022-05-04,-0.9978822304517962,3178.0,3194.699951171875,3081.449951171875,3100.85009765625,3023.689208984375,1120002
2022-05-05,0.7753073839703575,3104.75,3126.949951171875,3070.0,3076.550048828125,2999.993896484375,724601
2022-05-06,-0.30105874652508646,3020.0,3052.39990234375,3003.89990234375,3016.25,2941.1943359375,923941
2022-05-09,-0.3250846216493907,3000.85009765625,3038.800048828125,2975.0,3005.25,2930.4677734375,998324
2022-05-10,-0.6490925855773226,3051.0,3138.75,3036.0,3086.35009765625,3009.5498046875,2460016
2022-05-11,-0.6850935759074572,3090.39990234375,3109.550048828125,2979.0,3053.64990234375,2977.663330078125,1883969
2022-05-12,-0.3571072766596141,3042.0,3078.0,2988.0,3039.949951171875,2964.30419921875,1254245
2022-05-16,0.12069480412174016,3089.89990234375,3089.89990234375,2985.199951171875,2999.89990234375,2925.2509765625,733044
2022-05-17,0.9900005958043039,2998.89990234375,3056.60009765625,2951.0,3050.0,2974.1044921875,1179081
2022-05-18,-0.9958323179162107,3030.0,3128.800048828125,3026.0,3100.10009765625,3022.957763671875,1379763
2022-05-19,0.9996121771691833,3000.5,3071.699951171875,3000.449951171875,3046.89990234375,2971.081298828125,772390
2022-05-20,-0.06788881483953446,3080.0,3125.0,3070.0,3109.949951171875,3032.562744140625,778957
2022-05-23,-0.18343621343632954,3143.949951171875,3188.0,3130.050048828125,3174.199951171875,3095.2138671875,813294
2022-05-24,-0.5534018322050542,3174.75,3183.64990234375,3070.0,3086.85009765625,3010.037353515625,691307
2022-05-25,-0.3544696012104396,3039.0,3039.0,2826.300048828125,2838.050048828125,2767.428466796875,3381427
2022-05-26,-0.1204599396054012,2850.0,2860.0,2718.550048828125,2840.14990234375,2769.47607421875,3212196
2022-05-27,0.5973384234181139,2868.0,2869.0,2781.0,2834.85009765625,2764.308349609375,1879534
2022-05-30,0.9820458822650835,2880.0,2884.0,2817.0,2844.0,2773.23046875,2525482
2022-06-01,-0.6717427250356801,2859.64990234375,2939.89990234375,2832.050048828125,2852.5,2781.51904296875,1770795
