date,Reliance_avg_sentiment,Open,High,Low,Close,Adj Close,Volume
2021-08-02,-0.2700868546962738,1896.1182861328125,1919.2855224609373,1883.9808349609373,1912.9168701171875,1893.5574951171875,5462552
2021-08-04,-0.01923969015479088,1933.1304931640625,1951.2213134765625,1926.30029296875,1941.7606201171875,1922.109375,6584900
2021-08-05,-0.21347566028125584,1951.4981689453125,1988.879638671875,1942.2220458984373,1969.912109375,1949.9759521484373,10626039
2021-08-06,0.5329346796471245,1965.943115234375,1981.6341552734373,1918.685546875,1928.1925048828125,1908.6785888671875,8310493
2021-08-09,0.038827039301395416,1920.7623291015625,1928.884765625,1907.3787841796875,1917.208740234375,1897.8057861328125,3747071
2021-08-10,-0.6633493134674305,1921.685302734375,1950.29833984375,1914.070556640625,1927.26953125,1907.7647705078125,5959599
2021-08-11,-0.947823591530323,1935.484130859375,1956.75927734375,1922.9775390625,1954.2672119140625,1934.4892578125,4592481
2021-08-12,-0.7789761409163475,1961.281982421875,1962.48193359375,1942.914306640625,1947.9908447265625,1928.2764892578125,4068806
2021-08-13,0.04308040003525093,1954.2672119140625,1984.3570556640625,1946.5601806640625,1980.4342041015625,1960.3914794921875,6390450
2021-08-16,-0.8563192361325491,1983.849365234375,2033.3682861328125,1964.28173828125,2006.1397705078125,1985.8370361328125,10967722
2021-08-17,-0.7682160809636116,2001.847900390625,2016.9388427734373,1982.46484375,1997.60205078125,1977.3856201171875,6329084
2021-08-18,-0.33582280405486625,2006.601318359375,2018.4156494140625,1986.84912109375,2005.355224609375,1985.060302734375,5037930
2021-08-24,-0.9817337645217776,1998.3404541015625,2023.21533203125,1989.6180419921875,2015.554443359375,1995.15625,5932236
2021-08-26,-0.39136164063321693,2037.9832763671875,2072.0419921875,2035.2142333984373,2058.70458984375,2037.8697509765625,9294808
2021-08-27,-0.35788170124093693,2064.750244140625,2070.0576171875,2045.4134521484373,2055.889404296875,2035.0830078125,5240318
2021-08-30,-0.8146027624607086,2076.749267578125,2100.60888671875,2064.565673828125,2095.43994140625,2074.233154296875,7013531
2021-08-31,-0.9622539766132832,2101.577880859375,2107.900390625,2069.595947265625,2084.271728515625,2063.17822265625,13242731
2021-09-02,-0.7360119910112449,2081.3642578125,2130.0986328125,2081.3642578125,2117.73046875,2096.29833984375,4978385
2021-09-03,-0.2369173886545468,2132.129150390625,2210.584228515625,2125.206787109375,2204.584716796875,2182.273681640625,15332214
2021-09-06,0.45574075216427445,2227.1982421875,2289.039306640625,2226.275146484375,2238.828125,2216.170654296875,16820855
2021-09-07,-0.48101049413283664,2242.88916015625,2268.733154296875,2226.275146484375,2252.949951171875,2230.1494140625,8674941
2021-09-08,0.006165448110550642,2263.1953125,2265.041259765625,2221.337158203125,2244.13525390625,2221.423828125,7150825
2021-09-09,-0.3584089109485614,2240.950927734375,2250.134765625,2230.0595703125,2238.828125,2216.170654296875,4481624
2021-09-13,-0.2334732245071791,2245.658203125,2245.658203125,2185.70947265625,2188.93994140625,2166.787109375,8155580
2021-09-14,0.0175081791489252,2192.124267578125,2209.6611328125,2183.817138671875,2186.07861328125,2163.95458984375,4454178
2021-09-16,-0.9904955307720229,2198.169921875,2249.119384765625,2184.740234375,2241.227783203125,2218.545654296875,6724441
2021-09-17,-0.9566795495338738,2257.6572265625,2266.748779296875,2192.677978515625,2206.476806640625,2184.146484375,17441066
2021-09-21,-0.9956693489220925,2219.814208984375,2230.52099609375,2200.43115234375,2219.537353515625,2197.074951171875,4957868
2021-09-22,-0.9733135740971193,2222.583251953125,2253.965087890625,2213.583984375,2243.350830078125,2220.6474609375,5497956
2021-09-23,0.07629647416373093,2258.949462890625,2304.730224609375,2257.19580078125,2298.177001953125,2274.91845703125,7874198
2021-09-24,-0.9113407502882183,2310.77587890625,2312.529541015625,2281.6552734375,2291.53125,2268.340087890625,7596081
2021-09-27,-0.4641373162823064,2295.500244140625,2335.096923828125,2284.701171875,2330.066650390625,2306.48583984375,7686917
2021-09-28,0.011715515633113682,2338.881103515625,2367.40185546875,2319.3134765625,2351.849365234375,2328.0478515625,9017629
2021-09-29,-0.9139669314026833,2372.109130859375,2372.109130859375,2326.00537109375,2333.204833984375,2309.592041015625,4859937
2021-09-30,0.2731536099066337,2330.57421875,2339.43505859375,2307.822265625,2325.266845703125,2301.734375,6795327
2021-10-01,-0.5302952298273643,2309.299072265625,2344.234619140625,2302.88427734375,2329.374267578125,2305.80029296875,4479464
2021-10-04,-0.09705793494358658,2356.418212890625,2376.585693359375,2341.6962890625,2359.32568359375,2335.4482421875,5459276
2021-10-05,-0.0010343804024159908,2358.3564453125,2410.875244140625,2351.203125,2408.290771484375,2383.918212890625,6766817
2021-10-06,-0.3372742354404181,2418.212890625,2418.212890625,2354.66455078125,2362.74072265625,2338.828857421875,5129440
2021-10-07,0.8871472874772734,2395.18408203125,2398.6455078125,2369.986328125,2374.324462890625,2350.29541015625,3168332
2021-10-08,0.02220372622832656,2386.184814453125,2477.700439453125,2382.7236328125,2465.56298828125,2440.610595703125,7886246
2021-10-11,0.23341979824804834,2493.391357421875,2510.55908203125,2441.6572265625,2448.39501953125,2423.616455078125,7384333
2021-10-12,0.4228703016065992,2441.334228515625,2476.408203125,2437.872802734375,2462.37841796875,2437.458251953125,3341005
2021-10-13,-0.13934805356354144,2472.716064453125,2510.09765625,2463.762939453125,2487.43798828125,2462.264404296875,4979881
2021-10-14,0.012025551812257618,2492.422119140625,2508.20556640625,2480.28466796875,2492.46826171875,2467.24365234375,4311734
2021-10-18,0.2700132151367143,2463.116943359375,2533.634033203125,2457.302001953125,2499.114013671875,2473.822021484375,6797239
2021-10-19,0.19112810492515564,2514.06640625,2539.4951171875,2499.483154296875,2521.49658203125,2495.97802734375,4416704
2021-10-20,0.4043086317057411,2531.557373046875,2531.557373046875,2484.253662109375,2492.46826171875,2467.24365234375,6355285
2021-10-21,0.410121541513945,2517.389404296875,2517.943115234375,2402.752685546875,2420.566650390625,2396.069580078125,10415834
2021-10-22,-0.2547366806705083,2418.259033203125,2459.701904296875,2410.41357421875,2425.08935546875,2400.54638671875,5513737
2021-10-25,-0.9940712013049051,2473.63916015625,2473.63916015625,2372.109130859375,2401.46044921875,2377.15673828125,8599208
2021-10-26,0.9904249012470245,2415.58251953125,2463.393798828125,2402.70654296875,2456.148193359375,2431.291259765625,4875089
2021-10-27,-0.4763532880693674,2447.795166015625,2470.685546875,2418.212890625,2425.08935546875,2400.54638671875,4948149
2021-10-28,-0.9332322664558887,2418.259033203125,2434.826904296875,2391.03076171875,2398.5068359375,2374.23291015625,4943090
2021-10-29,-0.937764972448349,2396.24560546875,2396.24560546875,2309.068359375,2340.9580078125,2317.2666015625,7116512
2021-11-03,0.9878674321807921,2313.083251953125,2325.959228515625,2271.502197265625,2292.362060546875,2269.16259765625,5994715
2021-11-04,-0.9573433306068182,2300.991943359375,2312.02197265625,2298.269287109375,2306.437744140625,2283.095703125,852828
2021-11-08,-0.9533287300379015,2325.4052734375,2325.959228515625,2267.25634765625,2309.299072265625,2285.927978515625,10168591
2021-11-09,-0.9904801533557475,2312.1142578125,2334.173828125,2295.54638671875,2327.5283203125,2303.972900390625,7841248
2021-11-11,-0.9310084283351898,2344.46533203125,2372.570556640625,2340.311767578125,2357.848876953125,2333.98681640625,5361239
2021-11-12,-0.9604152403771877,2365.555908203125,2398.6455078125,2360.110107421875,2393.430419921875,2369.2080078125,4356170
2021-11-22,-0.6766586743926216,2248.51953125,2260.42626953125,2169.97216796875,2181.740478515625,2159.66064453125,12062153
2021-11-23,-0.7499300020135706,2153.404296875,2216.35302734375,2131.206298828125,2202.138671875,2179.852294921875,12663499
2021-11-24,-0.32589814936121303,2196.7392578125,2224.3369140625,2163.095947265625,2170.341552734375,2148.376953125,8410148
2021-11-25,-0.7668400955525512,2190.2783203125,2309.34521484375,2175.648681640625,2300.991943359375,2277.705078125,21200968
2021-11-26,-0.9915518643489728,2277.778564453125,2286.823974609375,2216.583740234375,2226.8291015625,2204.292724609375,7881569
2021-11-29,-0.9235034584756553,2251.28857421875,2307.499267578125,2214.368408203125,2253.503662109375,2230.697265625,12162677
2021-11-30,-0.48672265955246985,2277.963134765625,2285.2548828125,2204.90771484375,2220.183349609375,2197.71435546875,16086149
2021-12-01,-0.9907596601406112,2245.658203125,2283.501220703125,2238.366455078125,2277.040283203125,2253.995849609375,5052305
2021-12-02,-0.991388751892373,2279.5322265625,2303.99169921875,2272.055908203125,2291.669677734375,2268.477294921875,6360205
2021-12-03,-0.9632037878036499,2306.0224609375,2306.11474609375,2215.19921875,2222.81396484375,2200.318115234375,9611240
2021-12-06,-0.9282401166856289,2229.96728515625,2238.274169921875,2175.648681640625,2180.678955078125,2158.609619140625,5166127
2021-12-07,-0.2514179864277442,2193.185791015625,2218.89111328125,2178.279296875,2198.44677734375,2176.19775390625,5617561
2021-12-08,0.33578180397550267,2237.443603515625,2244.550537109375,2221.01416015625,2231.905517578125,2209.31787109375,4372089
2021-12-09,-0.9464676957577467,2247.504150390625,2284.331787109375,2238.274169921875,2267.302490234375,2244.356689453125,6606773
2021-12-10,0.0016720480780350044,2252.349853515625,2276.1171875,2243.212158203125,2269.610107421875,2246.640869140625,4182207
2021-12-13,-0.10818823147565126,2283.039794921875,2283.593505859375,2218.89111328125,2224.106201171875,2201.597412109375,6450866
2021-12-14,-0.7613037875853479,2196.7392578125,2220.7373046875,2190.6474609375,2196.877685546875,2174.64453125,6495761
2021-12-15,-0.3650349833071232,2200.43115234375,2219.814208984375,2179.29443359375,2190.462890625,2168.294677734375,4683484
2021-12-16,-0.3272714552779992,2220.460205078125,2229.505615234375,2186.26318359375,2218.798828125,2196.34375,4880639
2021-12-17,-0.5116879259294365,2213.3994140625,2222.583251953125,2141.359130859375,2160.234619140625,2138.372314453125,10524910
2021-12-20,-0.04798463173210621,2139.374755859375,2139.374755859375,2074.072509765625,2101.993408203125,2080.720458984375,7162923
2021-12-21,0.1803323080918441,2133.375244140625,2165.357177734375,2115.699951171875,2133.282958984375,2111.693359375,6418280
2021-12-22,-0.002193549880757928,2145.8818359375,2189.262939453125,2143.205322265625,2183.909423828125,2161.8076171875,8829271
2021-12-23,-0.9909716032561846,2191.201171875,2196.7392578125,2176.4794921875,2183.125,2161.03076171875,4536200
2021-12-24,-0.9801971167325974,2187.50927734375,2207.815185546875,2157.557861328125,2190.09375,2167.92919921875,3943247
2021-12-27,-0.4827658314607106,2179.7099609375,2194.893310546875,2167.295654296875,2187.739990234375,2165.59912109375,2008611
2021-12-28,0.06637098512370497,2192.677978515625,2219.67578125,2190.324462890625,2213.722412109375,2191.31884765625,3187306
2021-12-29,0.4918838394805789,2206.892333984375,2232.736328125,2198.677490234375,2217.5068359375,2195.06494140625,7712656
2021-12-30,0.7537301192060113,2215.19921875,2219.76806640625,2164.988037109375,2177.448486328125,2155.412109375,14666585
2021-12-31,-0.2703007713477264,2190.2783203125,2200.3388671875,2178.279296875,2185.8017578125,2163.6806640625,4738645
2022-01-03,-0.18985370562101403,2182.894287109375,2222.537109375,2181.555908203125,2218.752685546875,2196.298095703125,2710805
2022-01-04,-0.9909448590769898,2229.875,2271.502197265625,2218.89111328125,2268.825439453125,2245.8642578125,5423864
2022-01-05,-0.9805774381384254,2272.42529296875,2286.270263671875,2245.612060546875,2279.43994140625,2256.37109375,5821906
2022-01-06,-0.013893950632528254,2262.456787109375,2265.041259765625,2223.506103515625,2230.4287109375,2207.856201171875,7223711
2022-01-07,-0.16381176737559144,2243.76611328125,2268.779296875,2225.85986328125,2248.42724609375,2225.672607421875,6556057
2022-01-10,-0.48803038732148707,2263.1953125,2267.810302734375,2230.013427734375,2250.273193359375,2227.49951171875,4623365
2022-01-11,-0.47447339075469325,2248.42724609375,2284.3779296875,2247.504150390625,2266.471923828125,2243.53466796875,8102582
2022-01-12,-0.9742894973605871,2281.009033203125,2330.528076171875,2275.194091796875,2326.974365234375,2303.42431640625,7400221
2022-01-13,0.47977764550596474,2327.113037109375,2345.34228515625,2315.25244140625,2340.0810546875,2316.398681640625,5928356
2022-01-14,0.9616160988807678,2339.80419921875,2369.616943359375,2331.358642578125,2343.49609375,2319.779052734375,9965088
2022-01-18,-0.24050911725498736,2358.033447265625,2365.048095703125,2322.036376953125,2327.62060546875,2304.064208984375,3107514
2022-01-19,-0.002520603205387791,2335.189208984375,2346.26513671875,2315.80615234375,2327.43603515625,2303.881591796875,4877742
2022-01-20,0.7440898716449738,2307.54541015625,2316.68310546875,2265.964111328125,2286.685546875,2263.54345703125,8247243
2022-01-21,0.15249556828348432,2263.1953125,2309.575927734375,2263.1953125,2287.0546875,2263.908935546875,6669297
2022-01-24,0.21834284998476505,2284.42431640625,2311.883544921875,2173.756591796875,2194.801025390625,2172.5888671875,10934468
2022-01-25,-0.7724188103456981,2168.6337890625,2204.72314453125,2127.51416015625,2190.509033203125,2168.34033203125,12255102
2022-01-27,-0.03000993112800643,2156.127197265625,2174.679443359375,2133.098388671875,2158.0654296875,2136.22509765625,10010215
2022-01-28,-0.9871484834584408,2182.894287109375,2192.954833984375,2149.112548828125,2155.98876953125,2134.169189453125,7333863
2022-01-31,0.2797119403257966,2178.4638671875,2221.1064453125,2174.771728515625,2202.8310546875,2180.53759765625,6071841
2022-02-01,0.06538596230426005,2222.583251953125,2234.213134765625,2166.37255859375,2195.539306640625,2173.319580078125,6600254
2022-02-03,-0.12421472440473735,2207.815185546875,2216.53759765625,2166.46484375,2171.58740234375,2149.610107421875,4786419
2022-02-04,-0.9732923535630107,2160.7421875,2167.61865234375,2142.37451171875,2151.7890625,2130.012451171875,5530620
2022-02-07,-0.6241827007721771,2161.665283203125,2175.32568359375,2127.51416015625,2138.6826171875,2117.038330078125,5357233
2022-02-08,-0.9528159610927105,2151.189208984375,2178.279296875,2132.129150390625,2174.63330078125,2152.625244140625,6030424
2022-02-09,-0.9798664794303477,2188.57080078125,2203.384765625,2176.433349609375,2199.9697265625,2177.705322265625,5743112
2022-02-10,0.05845740751828998,2211.230224609375,2211.230224609375,2182.986572265625,2197.70849609375,2175.466796875,6232245
2022-02-11,-0.9114731214940548,2190.509033203125,2200.892822265625,2163.603515625,2193.41650390625,2171.21826171875,7971685
2022-02-14,-0.8786026984511409,2160.050048828125,2173.6181640625,2134.898193359375,2158.48095703125,2136.63623046875,5359816
2022-02-15,-0.3152305940166116,2170.15673828125,2237.259033203125,2155.850341796875,2231.76708984375,2209.1806640625,5606335
2022-02-17,-0.5735941749997437,2233.75146484375,2265.871826171875,2224.42919921875,2255.349609375,2232.524658203125,6426626
2022-02-18,0.0041929848957806826,2256.180419921875,2267.25634765625,2233.797607421875,2237.720458984375,2215.073974609375,3387729
2022-02-21,-0.9712457647547126,2226.275146484375,2249.811767578125,2200.985107421875,2215.10693359375,2192.689208984375,5553596
2022-02-23,-0.988537572324276,2216.214599609375,2221.244873046875,2185.663330078125,2191.247314453125,2169.0712890625,3655055
2022-02-24,-0.9570205267518759,2127.51416015625,2159.72705078125,2070.657470703125,2082.056396484375,2060.9853515625,12423325
2022-02-25,0.9762765178456903,2104.531494140625,2130.237060546875,2100.97802734375,2108.085205078125,2086.750732421875,7285044
2022-02-28,-0.03028052480129356,2070.288330078125,2185.063232421875,2070.288330078125,2177.86376953125,2155.822998046875,10648723
2022-03-02,-0.040786257246509194,2154.696533203125,2216.122314453125,2149.850830078125,2213.86083984375,2191.4560546875,10735893
2022-03-03,-0.7654558825772255,2215.19921875,2228.90576171875,2187.555419921875,2195.170166015625,2172.9541015625,5093374
2022-03-04,0.9239775873720646,2171.818115234375,2182.248046875,2141.682373046875,2146.48193359375,2124.7587890625,5402833
2022-03-08,-0.9533962868154049,2041.2137451171875,2073.057373046875,2012.1392822265625,2063.36572265625,2042.4837646484373,10644687
2022-03-10,-0.9818443906027824,2215.19921875,2219.814208984375,2178.279296875,2208.0458984375,2185.69970703125,8990246
2022-03-11,0.03338930616155267,2193.09326171875,2225.352294921875,2193.09326171875,2214.41455078125,2192.00390625,6128711
2022-03-14,-0.24259243657191595,2203.10791015625,2237.720458984375,2191.201171875,2232.59765625,2210.0029296875,4170339
2022-03-15,-0.7480944747528012,2240.9970703125,2240.9970703125,2160.603759765625,2181.463623046875,2159.38623046875,7962884
2022-03-16,-0.7982422010843746,2198.585205078125,2222.490966796875,2194.0625,2218.291259765625,2195.84130859375,5574914
2022-03-17,0.590611777594313,2245.427490234375,2305.099365234375,2229.136474609375,2290.6083984375,2267.4267578125,10711049
2022-03-21,-0.9312577816890553,2255.811279296875,2292.731201171875,2251.1962890625,2277.409423828125,2254.361083984375,5999733
2022-03-22,-0.9113325397484004,2270.67138671875,2339.758056640625,2264.672119140625,2336.250732421875,2312.607177734375,11278532
2022-03-23,-0.8787602595984936,2328.728271484375,2367.355712890625,2328.728271484375,2343.6806640625,2319.961669921875,7731093
2022-03-25,-0.9608679291559383,2383.646728515625,2414.567138671875,2378.570068359375,2395.96875,2371.720703125,7111244
2022-03-28,-0.27062602861163515,2409.029052734375,2427.25830078125,2387.338623046875,2420.05908203125,2395.5673828125,4945712
2022-03-29,-0.4520591199398041,2434.873046875,2434.873046875,2406.62939453125,2420.61279296875,2396.115478515625,4342032
2022-03-31,-0.5956826999317855,2459.748046875,2464.13232421875,2426.197021484375,2431.873291015625,2407.261962890625,6611859
2022-04-01,-0.9144321449566633,2433.027099609375,2459.9326171875,2420.105224609375,2451.3486328125,2426.5400390625,3961440
2022-04-04,-0.919972762465477,2450.9794921875,2469.024169921875,2438.2421875,2458.59423828125,2433.71240234375,3964581
2022-04-05,-0.9898087400943041,2446.96435546875,2464.31689453125,2418.9052734375,2423.84326171875,2399.31298828125,6574935
2022-04-06,-0.919673940166831,2387.892578125,2431.642578125,2387.892578125,2417.38232421875,2392.91748046875,6128607
2022-04-12,-0.9937097935471684,2387.800048828125,2402.198974609375,2358.63330078125,2363.848388671875,2339.925537109375,6608871
2022-04-13,-0.9765370632521808,2376.2626953125,2392.968994140625,2349.49560546875,2355.172119140625,2331.3369140625,5177117
2022-04-18,-0.6626059114933014,2337.958251953125,2362.694580078125,2327.62060546875,2347.97265625,2324.21044921875,4987112
2022-04-19,-0.028332410007715227,2361.033203125,2462.563232421875,2354.618408203125,2437.45751953125,2412.789794921875,13070910
2022-04-20,-0.26046358316671103,2452.50244140625,2523.481201171875,2445.118408203125,2509.12841796875,2483.7353515625,12536120
2022-04-21,0.14320494145310173,2539.079833984375,2574.24609375,2521.635009765625,2567.87744140625,2541.889892578125,10854316
2022-04-22,-0.8542343267166105,2546.4638671875,2586.2451171875,2532.895751953125,2546.37158203125,2520.6015625,7527077
2022-04-25,-0.9931891513522715,2531.234375,2546.002197265625,2458.548095703125,2487.484130859375,2462.31005859375,8531607
2022-04-26,0.332290824362038,2501.3291015625,2579.7841796875,2499.206298828125,2561.924072265625,2535.996337890625,6113833
2022-04-27,0.714010626077652,2543.648681640625,2610.2431640625,2542.91015625,2564.416259765625,2538.46337890625,9669472
2022-04-28,0.002711335488129407,2593.5830078125,2631.47216796875,2571.5693359375,2602.720703125,2576.38037109375,12807038
2022-04-29,0.3978000353090465,2636.2255859375,2636.2255859375,2563.447021484375,2575.39990234375,2549.336181640625,9107431
2022-05-02,-0.9800315927714109,2549.3251953125,2589.4755859375,2545.67919921875,2566.3544921875,2540.38232421875,4733503
2022-05-04,-0.19056952511891723,2570.55419921875,2575.169189453125,2470.22412109375,2486.238037109375,2461.07666015625,9623830
2022-05-06,0.1505757925980207,2411.059814453125,2454.256103515625,2393.845703125,2418.859130859375,2394.37939453125,9824974
2022-05-09,-0.47848926390724955,2376.677978515625,2397.12255859375,2313.960205078125,2324.39013671875,2300.866455078125,9041876
2022-05-10,-0.9884774358943105,2302.88427734375,2332.051025390625,2268.733154296875,2284.10107421875,2260.985107421875,9755838
2022-05-13,-0.9972900507273152,2239.197265625,2287.193115234375,2229.3671875,2239.7509765625,2217.083984375,9654389
2022-05-16,-0.536126158433035,2246.99658203125,2289.962158203125,2230.567138671875,2240.304931640625,2217.63232421875,6718955
2022-05-17,-0.9513223624089733,2247.596435546875,2344.326904296875,2244.735107421875,2334.404541015625,2310.779296875,8275914
2022-05-18,0.9870776096358895,2344.09619140625,2372.109130859375,2315.114013671875,2342.896240234375,2319.185302734375,8638394
2022-05-19,0.008001408074051142,2292.731201171875,2319.03662109375,2276.163330078125,2288.900634765625,2265.736083984375,7349559
2022-05-20,0.9935660031624138,2319.03662109375,2440.7802734375,2309.34521484375,2422.366455078125,2397.851318359375,10896545
2022-05-23,-0.9539586614700966,2428.87353515625,2449.225830078125,2393.338134765625,2406.16796875,2381.816650390625,7626377
2022-05-25,0.7888408228754997,2432.104248046875,2452.13330078125,2401.18359375,2410.875244140625,2386.4765625,6357272
2022-05-26,-0.345632343320176,2422.3203125,2432.011962890625,2351.80322265625,2387.892578125,2363.726318359375,8941011
2022-05-27,-0.9446189949376276,2393.38427734375,2404.552490234375,2344.511474609375,2376.81640625,2352.76220703125,8260986
2022-05-30,-0.9820039737969637,2413.64404296875,2468.10107421875,2394.44580078125,2459.609619140625,2434.717529296875,6926699
2022-06-01,-0.7409271504729986,2431.4580078125,2450.748779296875,2414.751708984375,2430.7197265625,2406.1201171875,4888494
2022-06-02,-0.4672929337248206,2431.18115234375,2522.050537109375,2431.18115234375,2514.528076171875,2489.080078125,11063284
2022-06-03,-0.9836484119296074,2532.711181640625,2600.4130859375,2530.864990234375,2565.4775390625,2539.513916015625,11969895
2022-06-08,-0.9926156755536795,2559.247314453125,2566.862060546875,2507.14404296875,2514.29736328125,2488.851806640625,6239625
2022-06-09,-0.692021831870079,2501.3291015625,2587.16796875,2501.3291015625,2583.245361328125,2557.10205078125,8639152
2022-06-10,0.021370158763602376,2558.462890625,2575.076904296875,2493.483642578125,2505.251953125,2479.89794921875,9046528
2022-06-13,-0.9789370093494654,2445.94921875,2466.99365234375,2414.843994140625,2457.855712890625,2432.9814453125,8810401
2022-06-17,-0.5716994146816432,2362.879150390625,2422.735595703125,2359.279541015625,2390.569091796875,2366.37548828125,12228593
2022-06-20,-0.951583269595479,2404.4140625,2415.58251953125,2326.974365234375,2347.234375,2323.4794921875,6033398
2022-06-21,-0.44463636754080654,2362.879150390625,2393.707275390625,2333.6201171875,2385.12353515625,2360.9853515625,5860024
2022-06-22,-0.5342250540852547,2361.12548828125,2361.31005859375,2308.422119140625,2312.66796875,2289.26318359375,5308603
2022-06-23,-0.9360378086566925,2321.390380859375,2330.57421875,2256.734130859375,2275.14794921875,2252.12255859375,9723161
2022-06-27,-0.9746291823685169,2348.988037109375,2348.988037109375,2290.4697265625,2300.715087890625,2277.43115234375,7737264
2022-06-28,-0.20038485515397042,2290.9775390625,2338.8349609375,2290.9775390625,2333.066162109375,2309.454833984375,6786423
2022-06-29,0.5196513689588755,2314.144775390625,2397.0302734375,2308.422119140625,2381.4775390625,2357.3759765625,9602573
2022-06-30,0.6902008185559401,2381.339111328125,2414.474853515625,2368.417236328125,2395.7841796875,2371.537841796875,11556479
2022-07-01,-0.10222371894633397,2376.6318359375,2392.4150390625,2182.894287109375,2223.229248046875,2200.7294921875,40998574
2022-07-04,-0.3532828758470714,2195.77001953125,2253.965087890625,2183.909423828125,2227.84423828125,2205.2978515625,20928864
2022-07-05,-0.9111859414260834,2236.42822265625,2275.101806640625,2230.982421875,2245.888916015625,2223.15966796875,8823663
2022-07-06,-0.0396182959482662,2233.75146484375,2253.9189453125,2204.123291015625,2226.13671875,2203.607177734375,11971863
2022-07-07,-0.008641710867070489,2239.10498046875,2245.888916015625,2192.124267578125,2204.215576171875,2181.907958984375,11650516
2022-07-08,-0.9897366147488356,2231.813232421875,2231.813232421875,2199.0927734375,2207.261474609375,2184.923095703125,9505054
2022-07-12,-0.9523657644167542,2218.89111328125,2251.84228515625,2218.89111328125,2234.074462890625,2211.464599609375,5389494
2022-07-13,0.1344355489127338,2240.397216796875,2246.581298828125,2190.2783203125,2194.477783203125,2172.268798828125,7112066
2022-07-14,0.5720897756546037,2204.123291015625,2246.53515625,2193.924072265625,2212.568603515625,2190.176513671875,8485157
2022-07-15,-0.7166368829396864,2229.044189453125,2229.044189453125,2199.6005859375,2216.860595703125,2194.425048828125,4801605
2022-07-18,-0.9787548172753304,2234.582275390625,2238.274169921875,2208.092041015625,2235.736083984375,2213.109375,7580454
2022-07-19,-0.12809987406944856,2215.47607421875,2258.580322265625,2215.47607421875,2249.442626953125,2226.677490234375,8219944
2022-07-20,0.2941886081493327,2344.419189453125,2346.7265625,2294.807861328125,2310.26806640625,2286.88720703125,11962123
2022-07-22,-0.07141880676083799,2307.499267578125,2322.544189453125,2302.88427734375,2310.360595703125,2286.97900390625,5484997
2022-07-25,-0.4203635311569087,2277.45556640625,2277.45556640625,2217.96826171875,2234.0283203125,2211.419189453125,11555226
2022-07-26,-0.9492555726319551,2234.674560546875,2255.718994140625,2225.67529296875,2235.043701171875,2212.42431640625,5651644
2022-08-01,-0.9566832575947046,2325.174560546875,2388.492431640625,2314.513916015625,2376.585693359375,2352.53369140625,7850022
2022-08-03,0.531458932266105,2399.799072265625,2409.029052734375,2369.755615234375,2405.66015625,2381.31396484375,7125488
2022-08-04,0.3642909752836983,2409.029052734375,2416.182373046875,2339.80419921875,2373.86279296875,2349.83837890625,7233563
2022-08-05,-0.3494558837264776,2377.647216796875,2380.2314453125,2332.3740234375,2338.881103515625,2315.210693359375,6971219
2022-08-08,0.4361901112965175,2336.112060546875,2384.61572265625,2336.112060546875,2369.478515625,2345.498291015625,5082589
2022-08-12,0.9956191165838391,2390.845947265625,2437.965087890625,2383.369873046875,2430.258056640625,2405.662841796875,6325293
2022-08-16,0.9863247582688928,2442.441650390625,2452.68701171875,2424.9970703125,2447.14892578125,2422.3828125,3303689
