date,TataMotors_avg_sentiment,Open,High,Low,Close,Adj Close,Volume
2021-08-02,0.2251528871245682,299.1499938964844,299.3999938964844,295.6000061035156,296.8500061035156,295.0173034667969,19273390
2021-08-03,-0.3241653291042894,298.5,304.5,297.70001220703125,303.70001220703125,301.82501220703125,31063992
2021-08-04,0.41694898215549375,304.75,306.45001220703125,297.20001220703125,298.1499938964844,296.3092346191406,26186248
2021-08-05,-0.9435937963426113,295.5,300.8999938964844,292.75,299.70001220703125,297.8497009277344,20704901
2021-08-06,0.9608957581222057,300.04998779296875,303.3999938964844,297.6499938964844,300.04998779296875,298.197509765625,16001898
2021-08-09,0.9395004436373711,300.75,304.20001220703125,296.04998779296875,298.1000061035156,296.2595520019531,16985859
2021-08-10,0.5755975124840107,297.8999938964844,300.20001220703125,291.0,294.20001220703125,292.3836364746094,15173990
2021-08-11,-0.011855727061629295,295.29998779296875,297.79998779296875,286.45001220703125,295.45001220703125,293.6259460449219,20802022
2021-08-12,-0.021279109952350456,297.29998779296875,307.3999938964844,297.29998779296875,306.0,304.1107788085937,33652880
2021-08-13,-0.2287602446973324,308.79998779296875,311.5,303.04998779296875,307.25,305.35308837890625,34922863
2021-08-16,0.6536123227948943,305.95001220703125,307.8500061035156,303.04998779296875,303.70001220703125,301.82501220703125,14348786
2021-08-17,0.8977566796044508,302.79998779296875,302.79998779296875,292.79998779296875,297.70001220703125,295.862060546875,25539214
2021-08-18,0.9806719742648836,296.8999938964844,297.75,292.6000061035156,293.3500061035156,291.5389099121094,18004320
2021-08-20,0.001066923541657161,289.5,290.70001220703125,281.0,283.1000061035156,281.3521728515625,32578752
2021-08-23,-0.15023708531953162,287.20001220703125,288.29998779296875,275.0,276.95001220703125,275.2401733398437,24498294
2021-08-24,0.9818544200388715,278.5,281.5,268.45001220703125,279.79998779296875,278.072509765625,37589121
2021-08-25,0.26637540172669105,282.79998779296875,289.20001220703125,282.45001220703125,284.3999938964844,282.6441345214844,31538128
2021-08-26,-0.2802375482133357,284.8500061035156,287.3500061035156,281.6499938964844,284.29998779296875,282.54473876953125,17864053
2021-08-27,-0.2873109548454522,282.8999938964844,286.79998779296875,281.70001220703125,285.75,283.9858093261719,13477390
2021-08-30,0.08798717032186687,290.1000061035156,293.5,289.8999938964844,291.95001220703125,290.14752197265625,17217097
2021-08-31,0.44650291871429154,291.75,291.95001220703125,286.1000061035156,287.29998779296875,285.5262451171875,36951003
2021-09-01,0.01609051337800338,289.0,297.3999938964844,287.29998779296875,295.25,293.4271545410156,33103168
2021-09-02,-0.6030006334884093,295.25,296.29998779296875,291.70001220703125,293.1499938964844,291.3401184082031,14907001
2021-09-03,0.9820634187448637,292.5,296.45001220703125,292.0,295.54998779296875,293.7253112792969,16594135
2021-09-06,0.9583933440347513,297.5,298.95001220703125,296.0,297.45001220703125,295.61358642578125,16622865
2021-09-07,0.011963868513703346,297.3500061035156,297.79998779296875,290.8999938964844,294.6000061035156,292.7811889648437,14325904
2021-09-08,-0.3516514334827662,293.5,298.79998779296875,291.6000061035156,295.25,293.4271545410156,14920479
2021-09-09,0.01970065853674896,294.0,303.5,293.54998779296875,298.95001220703125,297.1043395996094,34020970
2021-09-13,-0.9396626076971492,299.0,302.0,295.5,301.20001220703125,299.3404541015625,16339860
2021-09-14,0.22742776002269238,302.25,307.20001220703125,302.20001220703125,306.1000061035156,304.2101745605469,23234649
2021-09-15,0.43026566218551515,306.1000061035156,313.0,306.1000061035156,311.95001220703125,310.0240478515625,26808872
2021-09-16,0.3417805802697937,313.3999938964844,315.0,307.6499938964844,311.6499938964844,309.7259216308594,26249369
2021-09-17,0.6864519461135691,312.0,315.3500061035156,306.0,308.6000061035156,306.6947326660156,24972069
2021-09-20,-0.2448479135055095,304.8999938964844,310.25,297.29998779296875,298.95001220703125,297.1043395996094,19632688
2021-09-21,-0.025125955887646836,298.6000061035156,302.70001220703125,293.1000061035156,301.95001220703125,300.0857849121094,19439330
2021-09-22,0.045131389051675797,303.1499938964844,313.79998779296875,303.0,310.1000061035156,308.1854858398437,29545253
2021-09-23,0.628636623499915,313.20001220703125,324.0,313.20001220703125,321.5,319.5151062011719,52701665
2021-09-24,0.832414399243943,325.1000061035156,326.95001220703125,316.04998779296875,317.95001220703125,315.98699951171875,28901243
2021-09-27,-0.10526623304920374,323.1499938964844,333.6000061035156,323.1499938964844,331.6499938964844,329.6024475097656,56305136
2021-09-28,0.22183412524827872,334.0,336.0,324.5,329.29998779296875,327.2669372558594,28497009
2021-09-29,0.5799100347794592,325.0,333.0,324.0,330.25,328.2110595703125,19740150
2021-09-30,0.42795509261001524,331.25,337.8999938964844,329.1000061035156,333.3500061035156,331.2919311523437,30268517
2021-10-01,0.2848071140081932,332.6499938964844,337.29998779296875,325.70001220703125,333.29998779296875,331.24224853515625,29877695
2021-10-04,0.6121889669836188,336.79998779296875,343.25,335.1499938964844,342.0,339.8885498046875,29553072
2021-10-05,0.8408657892917594,340.45001220703125,351.5,338.8500061035156,344.95001220703125,342.8203125,31861985
2021-10-06,0.9976845479104668,347.0,348.70001220703125,335.0,336.04998779296875,333.97528076171875,25272592
2021-10-07,-0.065018826542655,341.1000061035156,383.0,339.25,376.5,374.1755065917969,163238084
2021-10-08,-0.2593014726193029,385.8999938964844,397.5499877929688,380.0,382.9500122070313,380.5857238769531,93728117
2021-10-11,0.3891412336212982,390.1499938964844,420.8999938964844,388.0,415.75,413.1831970214844,113404983
2021-10-12,-0.12942366608275244,423.0,435.7000122070313,413.6000061035156,420.8500061035156,418.2517395019531,97349265
2021-10-13,0.1386369837837816,462.8999938964844,523.8499755859375,462.8999938964844,506.8999938964844,503.77044677734375,197949387
2021-10-14,-0.3094341655669268,530.0,530.0,492.0,497.6000061035156,494.5278625488281,103630901
2021-10-18,-0.1919177369127283,507.0,525.0,503.6000061035156,509.6000061035156,506.4537963867188,72322623
2021-10-19,-0.47739262570394203,512.4500122070312,517.4000244140625,476.0499877929688,481.8999938964844,478.9247741699219,57428637
2021-10-20,-0.7096101343631744,481.7999877929688,497.0,471.25,486.8999938964844,483.8939208984375,55444814
2021-10-21,-0.5461768308499207,491.75,510.3999938964844,485.75,508.0,504.8636474609375,52608672
2021-10-25,0.674230121774599,493.8999938964844,496.0,473.25,479.8999938964844,476.9371337890625,33107841
2021-10-27,0.9531284645199776,505.75,506.5499877929688,496.0,497.8999938964844,494.8260192871094,30361263
2021-10-28,0.6503924660889121,493.8999938964844,493.8999938964844,478.5499877929688,481.0499877929688,478.0800476074219,25182748
2021-10-29,0.7400159726385027,482.0,491.6000061035156,467.7000122070313,483.7000122070313,480.7136840820313,31054342
2021-11-01,-0.5557788332007476,486.4500122070313,489.7000122070313,469.7999877929688,485.7000122070313,482.7013549804688,34315690
2021-11-02,0.24490502791741164,506.5,510.0,486.5,487.8500061035156,484.8380737304688,51580720
2021-11-03,0.4925538109091576,483.7999877929688,495.0,481.6000061035156,484.8999938964844,481.9062805175781,22950198
2021-11-04,0.9600666407495737,489.7999877929688,493.5499877929688,488.0,489.7000122070313,486.6766357421875,5531940
2021-11-08,0.5684514418244362,493.8999938964844,504.8500061035156,490.25,501.3999938964844,498.3044128417969,31736426
2021-11-09,0.31122854164069785,505.0,520.6500244140625,503.5,509.6499938964844,506.5034790039063,50458762
2021-11-10,0.5856341400649399,506.25,515.9500122070312,500.2000122070313,510.75,507.5966796875,26615777
2021-11-11,0.18686749320477247,510.0,519.0,501.0,503.4500122070313,500.3417663574219,29256213
2021-11-12,0.8481480255723,506.9500122070313,509.5499877929688,497.3500061035156,507.0499877929688,503.9195251464844,20731808
2021-11-15,0.36603623109404,506.25,514.9000244140625,504.5,505.4500122070313,502.3294372558594,18014977
2021-11-16,-0.1572621516068466,506.8999938964844,526.8499755859375,506.2000122070313,519.0499877929688,515.845458984375,55897781
2021-11-17,-0.3638401123836437,520.25,536.7000122070312,520.25,530.1500244140625,526.876953125,48463415
2021-11-18,-0.9805613411823287,531.4500122070312,534.2000122070312,501.2999877929688,509.7000122070313,506.5531921386719,47197742
2021-11-22,0.857172591611743,512.25,512.25,478.3999938964844,486.1000061035156,483.098876953125,40044849
2021-11-23,0.05441857024561614,484.3999938964844,499.3500061035156,477.0,495.5,492.44085693359375,27553684
2021-11-24,-0.18621110192034393,499.0,501.7999877929688,485.2999877929688,488.6499938964844,485.6331176757813,20915837
2021-11-25,0.4959328080294654,490.7999877929688,495.1499938964844,486.5,492.75,489.7078247070313,15336539
2021-11-26,-0.8992970064282417,486.0,486.75,458.0,460.2000122070313,457.3587951660156,51787989
2021-11-29,0.975635438811878,457.0,470.75,443.1000061035156,461.4500122070313,458.60107421875,42819150
2021-11-30,0.9051311085931957,466.5499877929688,478.0,455.6499938964844,458.6000061035156,455.7686767578125,35471800
2021-12-01,0.5418941086067611,467.8500061035156,478.3999938964844,463.5499877929688,475.25,472.3158874511719,28256188
2021-12-02,-0.20243726077023894,479.3999938964844,480.4500122070313,471.7000122070313,479.1000061035156,476.1421203613281,21012008
2021-12-03,0.4214684197213501,480.0,484.7000122070313,477.2999877929688,480.1000061035156,477.1359252929688,20948900
2021-12-06,-0.2726539361756295,480.1000061035156,480.8999938964844,466.0,467.2000122070313,464.3155822753906,17473075
2021-12-07,0.37039957415496855,476.8500061035156,484.8999938964844,471.0,481.7999877929688,478.8254089355469,21280797
2021-12-08,0.970609787851572,484.5,495.9500122070313,483.5,493.8999938964844,490.8507080078125,20581817
2021-12-09,0.7602315694093704,498.0,498.5,489.5499877929688,493.9500122070313,490.9004211425781,16951593
2021-12-10,0.23388095968402922,487.75,496.7999877929688,486.5499877929688,494.4500122070313,491.3973388671875,14567815
2021-12-13,0.021868432027986273,499.4500122070313,506.3999938964844,494.2000122070313,495.3500061035156,492.2917785644531,21921272
2021-12-15,-0.1389135153964162,487.7999877929688,497.7000122070313,487.25,491.6499938964844,488.6145935058594,16263723
2021-12-16,0.40148184867575765,495.0,496.5,487.3999938964844,491.9500122070313,488.9127502441406,13581352
2021-12-17,-0.47733144951052964,488.0,488.8500061035156,468.2000122070313,470.2000122070313,467.2970581054688,27341178
2021-12-20,-0.9992238354752772,459.8999938964844,460.0,440.0,447.0499877929688,444.28997802734375,33007516
2021-12-21,0.07677337899804115,452.1000061035156,460.8999938964844,449.8500061035156,453.6000061035156,450.7995300292969,18838054
2021-12-22,0.815645451657474,458.1499938964844,472.1499938964844,458.1499938964844,470.5,467.5951843261719,22730750
2021-12-23,0.30686201468342916,476.0,478.0,470.9500122070313,472.3500061035156,469.4337768554688,12116814
2021-12-24,-0.05763684958219528,474.8999938964844,474.8999938964844,460.0,467.6000061035156,464.7130737304688,15487368
2021-12-27,-0.15706469988193325,465.7000122070313,472.4500122070313,460.1000061035156,471.1499938964844,468.2411804199219,12557565
2021-12-28,-0.07541236996185034,475.2000122070313,482.7999877929688,472.6499938964844,480.2000122070313,477.2353210449219,22860916
2021-12-29,-0.020460337037494516,478.75,481.6000061035156,474.25,476.0,473.0612182617188,10263884
2021-12-30,0.9730860684067011,472.5499877929688,476.3999938964844,468.6000061035156,470.3999938964844,467.4957885742188,11923961
2021-12-31,0.5369144678115845,472.7000122070313,483.6000061035156,471.8500061035156,482.3999938964844,479.4217224121094,15541446
2022-01-03,0.5704093964749892,493.5,500.8500061035156,492.0,497.6000061035156,494.5278625488281,32748423
2022-01-04,-0.0715345201198943,496.7999877929688,499.0,484.0499877929688,489.6000061035156,486.5772705078125,24100985
2022-01-05,0.12703219056129456,486.9500122070313,492.75,483.5499877929688,489.75,486.726318359375,15420105
2022-01-06,0.6801789621822536,481.5,492.9500122070313,477.1000061035156,488.8500061035156,485.8319091796875,16563230
2022-01-07,-0.5704266196116805,490.0499877929688,495.5,483.75,490.6000061035156,487.5711059570313,15532165
2022-01-10,-0.8825166318565607,493.1000061035156,504.8999938964844,491.2999877929688,503.7000122070313,500.5902099609375,25193771
2022-01-13,-0.19426670218235814,504.0,513.7999877929688,494.7999877929688,511.9500122070313,508.7892761230469,27572553
2022-01-14,-0.4174562686821446,509.0,515.4000244140625,505.6499938964844,509.8999938964844,506.7519226074219,12655602
2022-01-17,-0.3175661852583289,514.7999877929688,526.9000244140625,512.0,525.0,521.7587280273438,27942414
2022-01-18,-0.6051610822118271,527.9000244140625,528.5,507.1499938964844,510.7999877929688,507.6463623046875,19353195
2022-01-19,-0.1087249023039476,510.0,522.2000122070312,504.7999877929688,520.8499755859375,517.63427734375,21799071
2022-01-20,-0.7153365844860673,519.9500122070312,523.2000122070312,512.0,515.7000122070312,512.51611328125,18364451
2022-01-21,0.04356668358377647,510.3999938964844,513.8499755859375,494.25,501.8500061035156,498.7516174316406,17946821
2022-01-24,0.25754078570753336,499.7000122070313,504.2999877929688,473.3500061035156,478.4500122070313,475.4961242675781,25228959
2022-01-25,-0.25974175333976746,473.7999877929688,492.5,467.6499938964844,490.5499877929688,487.5213928222656,22565698
2022-01-27,0.9937598707620054,480.75,502.7000122070313,476.6000061035156,494.3999938964844,491.3476257324219,26676094
2022-01-28,0.9956743441289291,500.5,509.3500061035156,495.2999877929688,497.2999877929688,494.229736328125,21784640
2022-01-31,-0.8804377041986513,505.0,520.0,498.2000122070313,517.75,514.553466796875,27306578
2022-02-01,-0.009050134944118327,508.0,514.75,493.0,504.2999877929688,501.1864929199219,48030231
2022-02-02,-0.9676278174932426,508.6000061035156,514.4500122070312,505.1499938964844,506.3999938964844,503.2735290527344,14311040
2022-02-03,-0.33854427832799655,509.1000061035156,514.2999877929688,502.8500061035156,504.5,501.3852844238281,15249245
2022-02-07,0.8096281327307224,502.8999938964844,504.3500061035156,492.5,494.6000061035156,491.5464172363281,13392910
2022-02-08,0.047262287116609514,498.0,498.5,479.1499938964844,492.75,489.7078247070313,23378623
2022-02-09,-0.36794479994568974,496.5,503.7000122070313,494.7000122070313,501.25,498.15533447265625,12430730
2022-02-10,0.47215119167231023,506.7000122070313,510.5,504.2000122070313,507.4500122070313,504.3170776367188,14537945
2022-02-11,0.2983112691727001,503.25,507.0,497.0,498.8500061035156,495.7701721191406,13534899
2022-02-14,-0.979250556230545,487.0,488.5,468.7999877929688,471.4500122070313,468.539306640625,22157389
2022-02-15,-0.3040225734002888,476.1499938964844,505.5,467.2999877929688,504.0,500.8883361816406,30623088
2022-02-16,-0.4753704883623868,504.0,507.8999938964844,496.6000061035156,498.4500122070313,495.3726501464844,20176993
2022-02-17,-0.12739821650838065,505.8999938964844,511.5,498.2999877929688,499.9500122070313,496.8633728027344,27943077
2022-02-18,0.2752260041888803,498.0,502.6499938964844,491.5,493.1499938964844,490.1053466796875,15476803
2022-02-21,0.9993424247077201,490.1499938964844,500.3999938964844,486.1000061035156,494.4500122070313,491.3973388671875,22592161
2022-02-22,-0.15514854279657206,480.5499877929688,486.2999877929688,471.4500122070313,478.25,475.2973327636719,27957544
2022-02-23,0.1744152531027794,481.75,485.3999938964844,475.2999877929688,477.0,474.0550537109375,17703998
2022-02-24,-0.06971882237121463,455.9500122070313,461.5499877929688,405.4500122070313,427.9500122070313,425.3078918457031,57265685
2022-02-25,-0.1754906379741014,444.8500061035156,465.7000122070313,441.6000061035156,459.75,456.91156005859375,48876182
2022-02-28,0.028612505515209503,445.0,457.3500061035156,440.4500122070313,454.0499877929688,451.2467346191406,34475468
2022-03-02,0.23409004509449005,452.9500122070313,454.25,444.5499877929688,447.6000061035156,444.8365783691406,25791134
2022-03-03,0.6454744717339054,458.5,458.5,435.0,437.1000061035156,434.4013977050781,29599672
2022-03-04,-0.024837731616571546,431.8500061035156,431.8500061035156,414.75,417.25,414.6739501953125,38765185
2022-03-07,-0.27036213172998813,401.75,401.75,387.5,394.0,391.5675048828125,44836205
2022-03-08,0.29409768898040056,390.5,395.4500122070313,376.3500061035156,391.75,389.3313903808594,55543383
2022-03-09,0.9587385207414627,394.9500122070313,409.25,389.5,405.8999938964844,403.3940124511719,48376222
2022-03-10,0.03916964534437284,427.0,434.9500122070313,414.0,419.6000061035156,417.0094299316406,59776817
2022-03-11,-0.01601007697172463,413.6000061035156,421.1499938964844,407.3999938964844,418.1499938964844,415.5683898925781,51510243
2022-03-14,0.19961858512154626,418.75,419.0,404.0,411.7000122070313,409.1582336425781,40721277
2022-03-15,-0.21219803210855884,409.8500061035156,424.2000122070313,408.0,413.6499938964844,411.0961608886719,47706136
2022-03-16,-0.49309130468671875,427.0499877929688,428.5499877929688,420.7000122070313,424.8999938964844,422.2767333984375,27191170
2022-03-17,-0.36326767443097197,432.0,435.7000122070313,429.5499877929688,433.7999877929688,431.1217651367188,26704541
2022-03-21,-0.3177839573472738,435.5,436.2999877929688,427.1000061035156,427.9500122070313,425.3078918457031,18270995
2022-03-22,-0.2106397934616185,428.1000061035156,441.4500122070313,421.2000122070313,440.3500061035156,437.63134765625,30441493
2022-03-23,-0.941970131546259,443.5,447.0,434.6000061035156,435.7999877929688,433.1094055175781,25466395
2022-03-24,0.5982515521813184,430.0,435.3999938964844,427.5499877929688,433.2000122070313,430.5254821777344,17109723
2022-03-25,-0.9947080246638507,437.0,437.0,427.6499938964844,432.1000061035156,429.4322814941406,15104414
2022-03-28,0.966665705665946,432.0,434.9500122070313,426.5,432.7000122070313,430.0285949707031,16757901
2022-03-29,0.9559711951762437,436.0,439.3500061035156,431.3999938964844,433.7000122070313,431.02239990234375,18710736
2022-03-30,0.3310558263522883,438.4500122070313,442.5,434.25,435.6499938964844,432.9603271484375,18149488
2022-03-31,0.5998499706086781,436.0,438.2999877929688,432.6000061035156,433.75,431.0720825195313,14248045
2022-04-01,-0.12805614111130126,434.0,442.25,430.8500061035156,441.1499938964844,438.4263610839844,19380324
2022-04-04,0.01782206416828558,444.3999938964844,449.5,441.2999877929688,446.75,443.9918212890625,18657201
2022-04-06,0.6393068082218704,455.8999938964844,462.7000122070313,452.6000061035156,456.1499938964844,453.3337707519531,24974477
2022-04-07,-0.5192191809829738,456.5,459.1000061035156,448.5,449.5,446.7248229980469,19950241
2022-04-11,-0.9714494049549103,457.0,458.8999938964844,451.0,452.0499877929688,449.2590942382813,14339854
2022-04-12,-0.507632203202229,450.7999877929688,450.7999877929688,435.0,438.2999877929688,435.5939636230469,22698696
2022-04-13,-0.005681925089447759,441.7999877929688,442.8500061035156,430.1000061035156,431.0499877929688,428.38873291015625,16817981
2022-04-20,-0.15355351223843172,431.0,441.7000122070313,428.25,440.5499877929688,437.830078125,19639290
2022-04-21,0.16767065966770792,444.5,449.3500061035156,441.0499877929688,448.0499877929688,445.2837829589844,14124872
2022-04-22,0.3563384711742401,442.0499877929688,447.25,438.0,438.8500061035156,436.1405944824219,14362036
2022-04-25,-0.14362401850521564,432.75,436.0,423.1499938964844,425.1499938964844,422.525146484375,14729009
2022-04-26,0.1826208494603634,433.8999938964844,437.4500122070313,431.6000061035156,434.8999938964844,432.2149963378906,13577513
2022-04-27,-0.8437617588788271,429.25,432.9500122070313,425.1000061035156,430.25,427.59368896484375,13701069
2022-04-28,0.3549421966696779,434.7999877929688,439.2000122070313,430.7999877929688,436.0499877929688,433.3578796386719,13875650
2022-04-29,0.5716639455407858,440.2000122070313,447.75,436.0,437.6000061035156,434.8983154296875,21991752
2022-05-02,-0.11642801610287279,437.9500122070313,442.9500122070313,428.5,432.8500061035156,430.1776428222656,18945234
2022-05-05,0.6147561371132421,429.0,434.0,423.7000122070313,426.2999877929688,423.6680603027344,12240729
2022-05-06,0.3079762690564773,418.8500061035156,420.2000122070313,407.0,408.5499877929688,406.0276489257813,25142225
2022-05-10,0.02313749051245395,400.0,408.5,389.6000061035156,391.75,389.3313903808594,16540303
2022-05-11,0.12599068119501075,396.0,397.0,377.5499877929688,388.1499938964844,385.7536010742188,29215175
2022-05-12,-0.6215882538424066,382.0,384.6499938964844,366.2000122070313,372.2999877929688,370.00146484375,33511538
2022-05-13,0.04274471876754736,387.0,419.3500061035156,387.0,404.2999877929688,401.8038940429688,71425747
2022-05-16,0.6753056179732084,411.8999938964844,411.8999938964844,396.25,405.3500061035156,402.847412109375,24938704
2022-05-17,-0.0629671179340221,408.3999938964844,425.6499938964844,405.0,424.1499938964844,421.5313415527344,24651585
2022-05-18,-0.9626639354974031,424.0,427.3500061035156,414.0499877929688,415.1499938964844,412.5868835449219,20490516
2022-05-23,0.7664559961042621,421.6499938964844,431.1499938964844,419.5499877929688,421.4500122070313,418.8480224609375,16345308
